Customer_ID,First Name,Last Name,City,Age,Gender,Account Balance,Loan Amount,Monthly Income,Account Type,Status
CUST0030,Thomas,Hill,Madurai,22.0,FEMALE,327115.0,105929.0,117263,Salary,Active
CUST0031,Kenneth,Meadows,Salem,45.0,female,369852.0,,63444,Current,Active
CUST0032,Michael,Mccoy,Coimbatore,28.0,Female,31862.0,264712.0,89071,Current,Active
CUST0033,Jason,Crosby,Trichy,59.0,Female,157366.0,279801.0,53889,Current,Inactive
CUST0034,Richard,Scott,Chennai,52.0,F,46103.0,253552.0,137136,Current,Inactive
CUST0035,Kyle,Burch,Trichy,37.0,male,,279530.0,49401,Salary,Active
CUST0036,Carol,Nunez,Chennai,46.0,M,257101.0,4975.0,124975,Current,Active
CUST0037,William,Brady,Salem,51.0,male,436328.0,268431.0,20107,Current,Inactive
CUST0038,Sheena,Dawson,Madurai,43.0,Male,299153.0,217265.0,25816,Salary,Active
CUST0039,Sandra,Rodriguez,Chennai,,M,88858.0,176385.0,96405,Savings,Active
CUST0040,Luis,Bowen,Chennai,29.0,female,232818.0,277062.0,27152,Current,Inactive
CUST0041,Phillip,Thompson,Salem,21.0,,,118185.0,28996,Salary,Inactive
CUST0042,Denise,Holder,Salem,53.0,F,81993.0,280761.0,48115,Savings,Inactive
CUST0043,Juan,Espinoza,Coimbatore,33.0,,52480.0,239014.0,16422,Current,Inactive
CUST0044,Amanda,Gonzalez,Trichy,22.0,MALE,23528.0,7049.0,145390,Savings,Active
CUST0045,Ann,Brooks,Salem,37.0,male,26321.0,243195.0,40977,Savings,Active
CUST0046,Allison,Rogers,Coimbatore,49.0,M,429931.0,,52216,Savings,Active
CUST0047,Vickie,Lee,Coimbatore,26.0,,392441.0,74216.0,118625,Salary,Inactive
CUST0048,Dana,Adams,Trichy,39.0,F,58551.0,277650.0,136448,Savings,Active
CUST0049,Paula,Booth,Madurai,48.0,M,364338.0,91054.0,103727,Current,Active
CUST0050,Gina,Johnson,Trichy,42.0,MALE,,136937.0,132762,Savings,Active
CUST0051,Jamie,Jones,Trichy,53.0,M,432454.0,162456.0,138809,Salary,Inactive
CUST0052,Edward,Pham,Trichy,36.0,MALE,498522.0,128296.0,102110,Savings,Active
CUST0053,Jack,Powell,Salem,29.0,FEMALE,24638.0,269939.0,124648,Current,Inactive
CUST0054,Kevin,Lee,Trichy,26.0,F,154934.0,59613.0,70957,Current,Inactive
CUST0055,Roger,Gonzalez,Salem,39.0,Female,307691.0,14360.0,43277,Savings,Inactive
CUST0056,Andrew,Bass,Madurai,,Male,389788.0,,21066,Savings,Active
CUST0057,Jasmine,Lopez,Salem,55.0,M,192435.0,223701.0,119441,Salary,Active
CUST0058,Melissa,Peck,Salem,35.0,,176061.0,,134466,Savings,Inactive
CUST0059,Stephen,Cordova,Salem,25.0,Male,157455.0,31863.0,127242,Savings,Inactive
CUST0060,Logan,Wall,Chennai,22.0,female,391639.0,27554.0,100523,Savings,Inactive
CUST0061,Amy,Reed,Trichy,24.0,FEMALE,,100584.0,35602,Savings,Inactive
CUST0062,Tyler,Norris,Chennai,22.0,,209286.0,58952.0,142309,Salary,Active
CUST0063,Angela,Turner,Trichy,32.0,Male,320133.0,68265.0,96140,Current,Inactive
CUST0064,Tammy,Miller,Madurai,40.0,F,169071.0,90389.0,27537,Current,Active
CUST0065,Joe,Hill,Coimbatore,51.0,MALE,369541.0,273922.0,37790,Salary,Inactive
CUST0066,Elizabeth,Smith,Salem,34.0,MALE,312648.0,297858.0,15872,Current,Inactive
CUST0067,Nicole,Jones,Madurai,35.0,M,254939.0,23605.0,45649,Salary,Inactive
CUST0068,Whitney,Herring,Coimbatore,33.0,FEMALE,499776.0,135392.0,37056,Current,Inactive
CUST0069,Steven,Fisher,Salem,50.0,male,242966.0,244312.0,144112,Current,Active
CUST0070,Stacy,Villegas,Coimbatore,51.0,female,50013.0,176423.0,74597,Savings,Active
CUST0071,Thomas,Boyer,Madurai,31.0,female,,293560.0,124760,Current,Inactive
CUST0072,James,Wise,Salem,53.0,Male,128175.0,66663.0,77373,Savings,Active
CUST0073,Jim,Tran,Coimbatore,38.0,female,246560.0,88354.0,24069,Salary,Active
CUST0074,Steven,Martin,Coimbatore,42.0,,,104525.0,14252,Current,Inactive
CUST0075,Lonnie,Harmon,Chennai,40.0,male,303558.0,255099.0,47105,Savings,Inactive
CUST0076,Karen,Boone,Chennai,31.0,Male,175153.0,208967.0,63122,Current,Inactive
CUST0077,Sean,Jordan,Chennai,31.0,M,65007.0,,97917,Salary,Active
CUST0078,John,Mack,Madurai,54.0,,240234.0,292742.0,58877,Salary,Active
CUST0079,Willie,Anderson,Coimbatore,39.0,M,365810.0,280288.0,104256,Current,Active
CUST0080,Dustin,Silva,Chennai,42.0,male,271152.0,123703.0,41784,Savings,Active
CUST0081,Karen,Atkins,Salem,26.0,,276817.0,21940.0,121421,Salary,Inactive
CUST0082,Crystal,Harris,Coimbatore,48.0,FEMALE,162326.0,33262.0,11683,Current,Active
CUST0083,James,Murphy,Madurai,44.0,FEMALE,26693.0,164325.0,59378,Current,Active
CUST0084,Ashley,Crawford,Salem,22.0,female,253095.0,151123.0,16393,Savings,Inactive
CUST0085,Nicole,Ellison,Coimbatore,50.0,Female,,191793.0,73677,Salary,Inactive
CUST0086,Sandra,Burns,Salem,29.0,Male,465709.0,273873.0,80064,Salary,Active
CUST0087,Robert,Martin,Madurai,26.0,M,243375.0,,103915,Current,Inactive
CUST0088,Victor,Delacruz,Trichy,50.0,,319309.0,70456.0,47810,Current,Inactive
CUST0089,Willie,Brown,Madurai,52.0,Male,478333.0,15424.0,96576,Salary,Inactive
CUST0090,Ryan,Watson,Madurai,58.0,F,259971.0,86493.0,35064,Current,Active
CUST0091,Grace,Kennedy,Trichy,37.0,Female,244438.0,198147.0,18978,Current,Inactive
CUST0092,Gabriela,Keller,Salem,44.0,M,191107.0,18042.0,95357,Salary,Inactive
CUST0093,Juan,Smith,Trichy,46.0,Male,26630.0,44901.0,141490,Savings,Inactive
CUST0094,Sara,Larson,Chennai,36.0,Female,489137.0,10926.0,147692,Current,Inactive
CUST0095,Joshua,Smith,Coimbatore,22.0,female,157271.0,282313.0,76580,Savings,Active
CUST0096,Dennis,Owens,Salem,52.0,female,450848.0,97292.0,91197,Salary,Active
CUST0097,Kristin,Ross,Madurai,42.0,,342738.0,3460.0,89204,Salary,Inactive
CUST0098,James,Trevino,Trichy,55.0,male,440079.0,79425.0,92567,Current,Inactive
CUST0099,Anthony,Roberts,Chennai,37.0,,367420.0,62562.0,46449,Current,Active
CUST0100,Cory,Lee,Coimbatore,36.0,Female,231646.0,257042.0,42793,Current,Inactive
CUST0101,Shane,Sanders,Chennai,45.0,MALE,374377.0,224721.0,13573,Savings,Inactive
CUST0102,Chloe,Shepard,Salem,35.0,Female,114889.0,170333.0,52787,Salary,Inactive
CUST0103,Breanna,Cline,Chennai,44.0,,8871.0,143048.0,136897,Current,Active
CUST0104,Kara,Lewis,Salem,44.0,Male,120703.0,2085.0,105067,Savings,Inactive
CUST0105,Anthony,Tate,Coimbatore,38.0,Female,198032.0,115288.0,131182,Savings,Active
CUST0106,Kelly,Garcia,Coimbatore,57.0,FEMALE,335897.0,33389.0,120473,Savings,Inactive
CUST0107,Kelsey,Clark,Coimbatore,33.0,F,238803.0,,115518,Current,Active
CUST0108,Susan,English,Madurai,33.0,female,,136824.0,97308,Savings,Inactive
CUST0109,Marcia,Reed,Chennai,34.0,,16297.0,208977.0,41802,Savings,Inactive
CUST0110,Tyler,Mann,Madurai,35.0,MALE,80267.0,33899.0,99816,Salary,Active
CUST0111,Kendra,Nguyen,Madurai,45.0,M,,48154.0,50530,Current,Inactive
CUST0112,Laura,Torres,Trichy,44.0,M,80503.0,33346.0,137146,Savings,Inactive
CUST0113,Luis,Douglas,Trichy,29.0,male,127763.0,126448.0,116625,Savings,Active
CUST0114,Renee,Todd,Salem,51.0,Male,281645.0,292.0,138939,Savings,Active
CUST0115,Kristen,Wilson,Trichy,25.0,FEMALE,398354.0,123833.0,31685,Salary,Inactive
CUST0116,Johnny,Wood,Madurai,27.0,,92335.0,282803.0,83920,Savings,Active
CUST0117,Megan,Freeman,Salem,32.0,F,212363.0,125112.0,59296,Salary,Active
CUST0118,Regina,Flores,Chennai,56.0,M,,108865.0,16616,Current,Inactive
CUST0119,Laura,Colon,Coimbatore,21.0,F,398885.0,,82448,Salary,Inactive
CUST0120,Christopher,Rios,Trichy,28.0,Female,175622.0,,115068,Current,Inactive
CUST0121,John,Malone,Trichy,46.0,Female,224551.0,121925.0,116065,Salary,Active
CUST0122,Luis,Ramos,Salem,46.0,female,377318.0,163328.0,42694,Current,Inactive
CUST0123,Luis,Conway,Trichy,43.0,Male,54798.0,249335.0,135806,Current,Active
CUST0124,Diana,Moore,Coimbatore,40.0,Male,345857.0,211857.0,111513,Current,Active
CUST0125,Jenna,Scott,Trichy,44.0,Female,276981.0,182803.0,37765,Savings,Inactive
CUST0126,Anthony,Fowler,Coimbatore,45.0,F,408824.0,142277.0,22112,Current,Active
CUST0127,Emily,Roy,Chennai,47.0,FEMALE,210402.0,94577.0,60506,Current,Inactive
CUST0128,Daniel,Weaver,Coimbatore,41.0,male,119547.0,96291.0,101237,Savings,Active
CUST0129,Megan,Leon,Trichy,26.0,Female,328510.0,112717.0,147135,Salary,Inactive
CUST0130,Jessica,Maynard,Trichy,28.0,female,478900.0,35361.0,83845,Salary,Active
CUST0131,Andrea,Patterson,Coimbatore,47.0,MALE,406562.0,59465.0,64511,Salary,Active
CUST0132,Paul,Cruz,Salem,47.0,Female,301525.0,127024.0,142319,Current,Active
CUST0133,Aaron,Bond,Coimbatore,46.0,MALE,455252.0,183492.0,138614,Salary,Active
CUST0134,George,Acosta,Madurai,49.0,,26460.0,74486.0,132541,Current,Inactive
CUST0135,Alan,Silva,Madurai,35.0,M,12234.0,72171.0,98331,Current,Inactive
CUST0136,Stephen,Ramirez,Trichy,54.0,Male,211597.0,8683.0,110922,Current,Inactive
CUST0137,Matthew,Martin,Salem,34.0,MALE,84415.0,,22476,Salary,Inactive
CUST0138,Ashley,Ruiz,Madurai,21.0,FEMALE,21816.0,,54938,Savings,Inactive
CUST0139,Patrick,White,Coimbatore,31.0,male,318474.0,242458.0,87577,Current,Active
CUST0140,Yvonne,Callahan,Coimbatore,38.0,,479125.0,84817.0,138177,Current,Active
CUST0141,Carrie,Chang,Madurai,48.0,,153691.0,104898.0,102853,Current,Active
CUST0142,Pamela,Leach,Coimbatore,58.0,,,192321.0,97508,Current,Inactive
CUST0143,Omar,Welch,Madurai,57.0,F,404248.0,231223.0,140470,Current,Active
CUST0144,Gabriel,Sanchez,Salem,44.0,female,423641.0,184884.0,139128,Current,Inactive
CUST0145,Marc,Harris,Chennai,40.0,female,136662.0,133410.0,129107,Current,Inactive
CUST0146,Donna,Dunn,Madurai,29.0,F,190978.0,232713.0,133554,Current,Inactive
CUST0147,Stanley,Whitney,Coimbatore,56.0,F,3195.0,296213.0,58646,Savings,Inactive
CUST0148,Traci,Carter,Salem,26.0,F,320584.0,211363.0,73878,Savings,Inactive
CUST0149,John,Caldwell,Coimbatore,33.0,FEMALE,194588.0,282284.0,104731,Savings,Inactive
CUST0150,Tasha,Wilson,Madurai,44.0,FEMALE,85080.0,89756.0,40451,Current,Inactive
CUST0151,Candace,Clayton,Trichy,48.0,MALE,166669.0,278302.0,39409,Savings,Active
CUST0152,Catherine,Norman,Coimbatore,39.0,,,45731.0,146843,Salary,Active
CUST0153,Suzanne,Brewer,Salem,30.0,,,3666.0,75322,Savings,Active
CUST0154,Robert,Wagner,Madurai,23.0,male,465364.0,,69069,Savings,Active
CUST0155,Bradley,Zimmerman,Coimbatore,59.0,Female,466360.0,287966.0,78186,Savings,Inactive
CUST0156,Anthony,Holland,Trichy,32.0,M,158712.0,293271.0,64545,Current,Inactive
CUST0157,Glen,Gibson,Trichy,23.0,Female,479288.0,196333.0,54686,Salary,Active
CUST0158,Marvin,Harvey,Chennai,26.0,,410416.0,278605.0,117063,Salary,Inactive
CUST0159,Larry,Brown,Salem,25.0,male,155788.0,249922.0,130004,Current,Active
CUST0160,Mark,Jones,Coimbatore,35.0,M,370236.0,252371.0,42405,Salary,Active
CUST0161,Emily,Schultz,Madurai,59.0,F,,198348.0,63502,Current,Inactive
CUST0162,Adrian,Martinez,Madurai,47.0,female,196807.0,100862.0,96119,Current,Active
CUST0163,Nancy,Dixon,Salem,27.0,female,249502.0,239466.0,50803,Salary,Active
CUST0164,Ruben,Davenport,Trichy,49.0,F,1348.0,278297.0,57909,Savings,Inactive
CUST0165,Natalie,Wilson,Trichy,35.0,female,,276585.0,129538,Salary,Inactive
CUST0166,Mary,Mason,Trichy,48.0,male,385522.0,201718.0,65198,Current,Active
CUST0167,Gary,Payne,Coimbatore,46.0,,47320.0,9.0,74530,Savings,Active
CUST0168,Elizabeth,Bernard,Trichy,52.0,F,399377.0,159636.0,89547,Salary,Inactive
CUST0169,Joel,Chambers,Salem,54.0,Male,73842.0,99315.0,20813,Current,Inactive
CUST0170,Anthony,Smith,Chennai,41.0,female,486104.0,64489.0,137970,Savings,Active
CUST0171,Ann,Taylor,Salem,,,17815.0,,59085,Savings,Active
CUST0172,Jason,Chan,Madurai,40.0,male,266550.0,290872.0,42254,Savings,Inactive
CUST0173,Tiffany,Duke,Trichy,55.0,M,31173.0,152109.0,91439,Salary,Inactive
CUST0174,Laura,White,Madurai,36.0,,435832.0,,61510,Savings,Active
CUST0175,Susan,Edwards,Chennai,50.0,male,227860.0,71296.0,40696,Current,Inactive
CUST0176,Kathy,Anderson,Trichy,54.0,female,488221.0,275631.0,130107,Savings,Inactive
CUST0177,Kim,Thompson,Madurai,35.0,Male,200936.0,56987.0,55489,Salary,Active
CUST0178,Sean,Houston,Trichy,27.0,female,380462.0,95783.0,37390,Current,Active
CUST0179,Patricia,Leblanc,Coimbatore,30.0,F,46055.0,,140682,Current,Active
CUST0180,Roberto,Ward,Chennai,29.0,Female,238355.0,260567.0,80549,Salary,Active
CUST0181,Paul,Richardson,Trichy,26.0,F,35223.0,137145.0,144461,Current,Inactive
CUST0182,Jason,Pratt,Coimbatore,54.0,MALE,3138.0,197325.0,65932,Savings,Active
CUST0183,Anthony,Hansen,Chennai,50.0,MALE,426487.0,176469.0,121016,Salary,Inactive
CUST0184,James,Murphy,Coimbatore,21.0,male,442824.0,185490.0,132787,Salary,Inactive
CUST0185,Michelle,Myers,Coimbatore,39.0,M,376223.0,128406.0,124081,Salary,Inactive
CUST0186,Heather,Wilson,Coimbatore,54.0,Female,373850.0,163039.0,121571,Savings,Active
CUST0187,Traci,Rogers,Salem,30.0,MALE,490901.0,180701.0,78111,Current,Inactive
CUST0188,Robert,Cline,Coimbatore,25.0,Female,60576.0,115473.0,121304,Salary,Inactive
CUST0189,Jeff,Acosta,Salem,22.0,,393459.0,58701.0,116099,Savings,Active
CUST0190,Jeffrey,Long,Chennai,24.0,male,137414.0,29246.0,118197,Salary,Active
CUST0191,Ashley,Moore,Salem,57.0,Female,,114677.0,115143,Salary,Inactive
CUST0192,Debra,Kaufman,Coimbatore,55.0,FEMALE,357817.0,143134.0,105627,Salary,Inactive
CUST0193,Alan,Wilson,Salem,52.0,female,267301.0,65147.0,89017,Current,Inactive
CUST0194,Louis,Morris,Salem,38.0,FEMALE,38570.0,172496.0,50085,Savings,Active
CUST0195,James,Young,Chennai,57.0,,142157.0,294194.0,143345,Current,Active
CUST0196,Tina,Farley,Chennai,28.0,MALE,324504.0,85106.0,70595,Salary,Inactive
CUST0197,Dana,Murillo,Chennai,25.0,Female,385218.0,56024.0,74402,Savings,Active
CUST0198,Ronnie,Smith,Madurai,48.0,F,273361.0,84910.0,106961,Salary,Inactive
CUST0199,Justin,Daniels,Trichy,30.0,FEMALE,461653.0,,10221,Current,Active
CUST0200,Joseph,Edwards,Chennai,33.0,female,3706.0,291665.0,47241,Salary,Inactive
CUST0201,Larry,Brown,Coimbatore,40.0,male,160888.0,201370.0,131358,Current,Inactive
CUST0202,Michael,Schroeder,Chennai,31.0,FEMALE,173075.0,196861.0,38615,Salary,Inactive
CUST0203,Garrett,Cherry,Chennai,24.0,Male,399985.0,29972.0,11539,Savings,Inactive
CUST0204,Arthur,Mccarthy,Trichy,43.0,MALE,369506.0,181233.0,104626,Current,Active
CUST0205,Veronica,Chaney,Salem,53.0,MALE,437459.0,8915.0,67898,Current,Active
CUST0206,Cathy,Hill,Trichy,36.0,Male,187536.0,75679.0,92037,Savings,Active
CUST0207,Jason,Costa,Coimbatore,49.0,Female,279710.0,116645.0,77897,Salary,Active
CUST0208,Paul,Duncan,Madurai,33.0,male,379479.0,31375.0,106578,Current,Inactive
CUST0209,Manuel,Smith,Salem,58.0,M,441773.0,259703.0,39597,Current,Inactive
CUST0210,Julie,Hahn,Coimbatore,41.0,male,27728.0,96516.0,16978,Salary,Active
CUST0211,Darren,Wood,Salem,21.0,MALE,374804.0,131689.0,45773,Salary,Inactive
CUST0212,Tyler,Castro,Chennai,32.0,male,53731.0,50989.0,123390,Savings,Inactive
CUST0213,Amanda,Hicks,Coimbatore,40.0,FEMALE,,117495.0,97688,Salary,Inactive
CUST0214,George,Cox,Madurai,,male,467647.0,,90662,Current,Inactive
CUST0215,Justin,Smith,Coimbatore,51.0,,,158368.0,123724,Salary,Active
CUST0216,Vernon,Cooke,Salem,,male,333141.0,103652.0,108797,Savings,Active
CUST0217,Tony,Ramirez,Trichy,40.0,Female,198536.0,117919.0,146338,Salary,Active
CUST0218,Anthony,Esparza,Chennai,29.0,FEMALE,162643.0,232547.0,134424,Salary,Inactive
CUST0219,Frederick,Valenzuela,Salem,57.0,,355603.0,262024.0,53274,Current,Active
CUST0220,Katherine,Gonzalez,Trichy,27.0,F,246510.0,252281.0,77699,Current,Inactive
CUST0221,Keith,Price,Coimbatore,25.0,M,92489.0,68057.0,83366,Savings,Active
CUST0222,Angela,Gillespie,Madurai,40.0,male,449914.0,181459.0,97438,Salary,Active
CUST0223,Natalie,Valencia,Salem,29.0,,100430.0,229577.0,85300,Savings,Active
CUST0224,Lawrence,Richardson,Salem,28.0,,145754.0,10382.0,99604,Savings,Active
CUST0225,Brooke,Wheeler,Chennai,28.0,female,490192.0,260016.0,35474,Current,Inactive
CUST0226,Michael,Davis,Coimbatore,38.0,Female,455177.0,43604.0,110288,Current,Inactive
CUST0227,Susan,Martin,Madurai,35.0,FEMALE,8503.0,141166.0,147723,Savings,Inactive
CUST0228,Patricia,Dickson,Madurai,44.0,Female,66769.0,90077.0,30896,Savings,Inactive
CUST0229,Jay,Mcbride,Madurai,33.0,M,14098.0,261495.0,92688,Salary,Inactive
CUST0230,Ashley,Jones,Trichy,46.0,,32423.0,92123.0,91434,Salary,Active
CUST0231,Matthew,Andrews,Chennai,43.0,Female,495740.0,260742.0,65183,Current,Active
CUST0232,Kevin,Murphy,Chennai,46.0,FEMALE,142692.0,89969.0,58843,Savings,Active
CUST0233,Shaun,Weaver,Madurai,47.0,Male,39811.0,54376.0,132362,Savings,Active
CUST0234,Kimberly,Ramirez,Madurai,41.0,MALE,325458.0,,24131,Salary,Active
CUST0235,Cheryl,Martinez,Salem,55.0,Female,498884.0,157849.0,24981,Current,Inactive
CUST0236,Paul,Wells,Coimbatore,28.0,F,367522.0,13770.0,18397,Savings,Inactive
CUST0237,James,Young,Coimbatore,30.0,Female,74573.0,181531.0,101609,Current,Active
CUST0238,Shawn,Kerr,Chennai,58.0,,316401.0,126564.0,46627,Salary,Inactive
CUST0239,Kevin,Wise,Salem,22.0,MALE,,125610.0,144558,Current,Active
CUST0240,Samuel,Horn,Chennai,44.0,MALE,392968.0,98440.0,104452,Savings,Inactive
CUST0241,Christina,Harris,Salem,25.0,Male,141019.0,237860.0,76026,Savings,Inactive
CUST0242,Caitlin,Harrison,Madurai,41.0,,26355.0,288262.0,140545,Savings,Inactive
CUST0243,Erin,Perez,Coimbatore,39.0,F,33060.0,13304.0,68599,Current,Active
CUST0244,Michael,Johnson,Coimbatore,29.0,Female,225132.0,,138186,Salary,Active
CUST0245,Donna,Nelson,Chennai,32.0,male,378162.0,29771.0,90666,Current,Active
CUST0246,Nicole,Osborne,Trichy,51.0,Male,445852.0,174166.0,40816,Salary,Inactive
CUST0247,Kathleen,Pugh,Madurai,28.0,male,374533.0,202684.0,58850,Current,Inactive
CUST0248,Christopher,Mendoza,Chennai,25.0,Female,,229631.0,10023,Savings,Active
CUST0249,Chloe,Matthews,Madurai,,F,64757.0,137797.0,81626,Current,Inactive
CUST0250,Brent,Montes,Trichy,46.0,female,200473.0,198367.0,18240,Current,Active
CUST0251,Brittany,Lopez,Salem,29.0,M,133874.0,230994.0,60374,Current,Active
CUST0252,Patrick,Butler,Chennai,32.0,FEMALE,120800.0,193983.0,72555,Salary,Inactive
CUST0253,Brianna,White,Coimbatore,21.0,F,24494.0,,10107,Current,Active
CUST0254,Brandon,Sullivan,Trichy,43.0,MALE,60001.0,242413.0,12218,Salary,Active
CUST0255,Sarah,Johnson,Trichy,44.0,female,3592.0,100851.0,62228,Savings,Inactive
CUST0256,Connor,Callahan,Salem,33.0,MALE,181826.0,165665.0,88736,Current,Active
CUST0257,Elizabeth,Cohen,Coimbatore,54.0,Female,394037.0,3311.0,135619,Current,Inactive
CUST0258,Lindsay,Ramirez,Madurai,21.0,MALE,408755.0,188114.0,137618,Current,Inactive
CUST0259,Teresa,Taylor,Trichy,31.0,M,108050.0,,93221,Savings,Inactive
CUST0260,William,Ortega,Madurai,39.0,female,100244.0,,134279,Current,Active
CUST0261,Bobby,Turner,Trichy,29.0,male,61657.0,221835.0,117826,Current,Active
CUST0262,Kristin,Martinez,Coimbatore,57.0,M,409796.0,183156.0,139715,Savings,Active
CUST0263,Lauren,Hood,Chennai,54.0,male,301288.0,246304.0,87492,Savings,Active
CUST0264,Cheryl,Odonnell,Coimbatore,45.0,MALE,415236.0,217909.0,58843,Savings,Active
CUST0265,Susan,Fuller,Salem,28.0,male,145056.0,138211.0,105442,Savings,Inactive
CUST0266,Robert,Robinson,Madurai,38.0,M,138652.0,40718.0,148569,Current,Active
CUST0267,Connor,Lucas,Trichy,59.0,female,317699.0,142775.0,14876,Salary,Inactive
CUST0268,Brian,Ryan,Trichy,50.0,,439957.0,142534.0,97398,Salary,Inactive
CUST0269,Jeff,Davis,Trichy,37.0,F,413130.0,264306.0,39586,Current,Active
CUST0270,Melissa,Arellano,Coimbatore,,F,351783.0,9680.0,140390,Current,Inactive
CUST0271,Amber,Harris,Salem,43.0,Male,102373.0,,149188,Current,Inactive
CUST0272,Kimberly,Johnson,Salem,23.0,,287024.0,126404.0,89780,Savings,Active
CUST0273,Michelle,Wells,Coimbatore,22.0,M,172316.0,44055.0,42063,Savings,Inactive
CUST0274,Richard,Miller,Chennai,56.0,FEMALE,438601.0,150939.0,21949,Savings,Active
CUST0275,Brandy,Bradley,Trichy,55.0,MALE,324788.0,,93677,Current,Active
CUST0276,Isabella,Marks,Madurai,29.0,F,175719.0,,60758,Current,Inactive
CUST0277,Erica,Peters,Salem,36.0,FEMALE,309930.0,7258.0,63114,Current,Inactive
CUST0278,Jill,George,Coimbatore,25.0,FEMALE,147276.0,236753.0,73692,Savings,Active
CUST0279,Haley,Holden,Madurai,24.0,female,240261.0,,116997,Current,Inactive
CUST0280,Amanda,Harris,Trichy,46.0,M,,120478.0,69931,Current,Inactive
CUST0281,Kenneth,Brown,Trichy,49.0,FEMALE,375152.0,52031.0,37560,Current,Inactive
CUST0282,Justin,Hahn,Coimbatore,33.0,M,151168.0,,44654,Salary,Inactive
CUST0283,Gary,Johnson,Salem,53.0,female,217784.0,,42272,Savings,Inactive
CUST0284,Michele,Allison,Coimbatore,56.0,male,,75127.0,22604,Savings,Inactive
CUST0285,Ryan,Gordon,Salem,57.0,Male,185466.0,,11672,Current,Active
CUST0286,Tony,Stone,Trichy,57.0,Male,248370.0,,85731,Savings,Inactive
CUST0287,Steven,Clark,Salem,28.0,female,,13072.0,85152,Salary,Active
CUST0288,Amber,Stevens,Madurai,24.0,F,312844.0,199971.0,118458,Salary,Active
CUST0289,James,Holmes,Chennai,49.0,Male,376953.0,94341.0,17170,Savings,Inactive
CUST0290,Jodi,Owens,Chennai,47.0,Female,453324.0,230328.0,142772,Current,Inactive
CUST0291,Jessica,Kirk,Coimbatore,56.0,female,305353.0,44907.0,66591,Savings,Active
CUST0292,Jessica,Thompson,Chennai,25.0,,36302.0,118953.0,23718,Current,Active
CUST0293,Ashley,Weaver,Salem,25.0,M,490291.0,199503.0,93843,Savings,Inactive
CUST0294,Timothy,Baker,Trichy,21.0,FEMALE,458301.0,3017.0,69782,Savings,Active
CUST0295,Nancy,Larsen,Madurai,31.0,female,165946.0,246730.0,87788,Current,Active
CUST0296,Kevin,Crosby,Salem,31.0,Female,222749.0,52686.0,132427,Savings,Inactive
